"Level","Role","Label en","Additional Label","Technical Name","Abstract","Type name short","Period type","Balance","Substitution Group","References"
"6","[303030] E3-3 Targets related to water and marine resources","Measurable target current progress (absolute value)","Please disclose with the appropriate unit in the XBRL Unit Registry.","esrs:MeasurableTargetCurrentProgressAbsoluteValue","False","decimal","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: j; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Measurable target current progress (percentage)","","esrs:MeasurableTargetCurrentProgressPercentage","False","percent","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: j; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Progress is in line with what had been initially planned","","esrs:ProgressIsInLineWithWhatHadBeenInitiallyPlanned","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: j; Section: MDR-T"
"5","[303030] E3-3 Targets related to water and marine resources","Target relates to management of material impacts, risks and opportunities related to areas at water risk, including improvement of water quality","","esrs:TargetRelatesToManagementOfMaterialImpactsRisksAndOpportunitiesRelatedToAreasAtWaterRiskIncludingImprovementOfWaterQuality","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 23; Subparagraph: a; Section: E3-3"
"6","[303030] E3-3 Targets related to water and marine resources","Disclosure of how target relates to management of material impacts, risks and opportunities related to areas at water risk, including improvement of water quality [text block]","","esrs:DisclosureOfHowTargetRelatesToManagementOfMaterialImpactsRisksAndOpportunitiesRelatedToAreasAtWaterRiskIncludingImprovementOfWaterQualityExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 23; Subparagraph: a; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Target relates to responsible management of marine resources impacts, risks and opportunities, including nature and quantity of marine resources-related commodities used by undertaking","","esrs:TargetRelatesToResponsibleManagementOfMarineResourcesImpactsRisksAndOpportunitiesIncludingNatureAndQuantityOfMarineResourcesrelatedCommoditiesUsedByUndertaking","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 23; Subparagraph: b; Section: E3-3"
"6","[303030] E3-3 Targets related to water and marine resources","Disclosure of how target relates to responsible management of marine resources impacts, risks and opportunities, including nature and quantity of marine resources-related commodities used by undertaking [text block]","","esrs:DisclosureOfHowTargetRelatesToResponsibleManagementOfMarineResourcesImpactsRisksAndOpportunitiesIncludingNatureAndQuantityOfMarineResourcesrelatedCommoditiesUsedByUndertakingExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 23; Subparagraph: b; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Target relates to reduction of water consumption, including in areas at water risk and in areas of high water-stress","","esrs:TargetRelatesToReductionOfWaterConsumptionIncludingInAreasAtWaterRiskAndInAreasOfHighWaterstress","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 23; Subparagraph: c; Section: E3-3"
"6","[303030] E3-3 Targets related to water and marine resources","Disclosure of how target relates to reduction of water consumption, including in areas at water risk and in areas of high water-stress [text block]","","esrs:DisclosureOfHowTargetRelatesToReductionOfWaterConsumptionIncludingInAreasAtWaterRiskAndInAreasOfHighWaterstressExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 23; Subparagraph: c; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Ecological thresholds and entity-specific allocations were taken into consideration when setting water and marine resources target","","esrs:EcologicalThresholdsAndEntityspecificAllocationsWereTakenIntoConsiderationWhenSettingWaterAndMarineResourcesTarget","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 24; Section: E3-3"
"6","[303030] E3-3 Targets related to water and marine resources","Disclosure of ecological thresholds identified and methodology used to identify ecological thresholds (water and marine resources) [text block]","","esrs:DisclosureOfEcologicalThresholdsIdentifiedAndMethodologyUsedToIdentifyEcologicalThresholdsWaterAndMarineResourcesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 24; Subparagraph: a; Section: E3-3"
"6","[303030] E3-3 Targets related to water and marine resources","Ecological thresholds are entity-specific (water and marine resources)","","esrs:EcologicalThresholdsAreEntityspecificWaterAndMarineResources","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 24; Subparagraph: b; Section: E3-3"
"7","[303030] E3-3 Targets related to water and marine resources","Disclosure of how ecological entity-specific thresholds were determined (water and marine resources) [text block]","","esrs:DisclosureOfHowEcologicalEntityspecificThresholdsWereDeterminedWaterAndMarineResourcesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 24; Subparagraph: b; Section: E3-3"
"6","[303030] E3-3 Targets related to water and marine resources","Disclosure of how responsibility for respecting identified ecological thresholds is allocated (water and marine resources) [text block]","","esrs:DisclosureOfHowResponsibilityForRespectingIdentifiedEcologicalThresholdsIsAllocatedWaterAndMarineResourcesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 24; Subparagraph: c; Section: E3-3, Name: ESRS; Number: E3; Paragraph: 24; Subparagraph: b; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Water and marine resources-related target is mandatory (required by legislation)","","esrs:WaterAndMarineResourcesrelatedTargetIsMandatoryRequiredByLegislation","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 25; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Target relates to reduction of water withdrawals","","esrs:TargetRelatesToReductionOfWaterWithdrawals","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 23; Subparagraph: a; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Target relates to reduction of water discharges","","esrs:TargetRelatesToReductionOfWaterDischarges","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 23; Subparagraph: b; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Water and marine resources-related target addresses shortcomings related to Substantial Contribution criteria for Water and Marine Resources","","esrs:WaterAndMarineResourcesrelatedTargetAddressesShortcomingsRelatedToSubstantialContributionCriteriaForWaterAndMarineResources","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 27; Section: E3-3"
"5","[303030] E3-3 Targets related to water and marine resources","Water and marine resources-related target addresses shortcomings related to Do No Significant Harm criteria for Water and Marine Resources","","esrs:WaterAndMarineResourcesrelatedTargetAddressesShortcomingsRelatedToDoNoSignificantHarmCriteriaForWaterAndMarineResources","False","boolean","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 27; Section: E3-3"
"2","[303030] E3-3 Targets related to water and marine resources","Minimum Disclosure Requirement - targets related to water and marine resources - targets not adopted [abstract]","","esrs:MinimumDisclosureRequirementTargetsRelatedToWaterAndMarineResourcesTargetsNotAdoptedAbstract","True","string","Duration","-","Item",""
"3","[303030] E3-3 Targets related to water and marine resources","Minimum Disclosure Requirement - targets related to water and marine resources - targets not adopted [table]","","esrs:MinimumDisclosureRequirementTargetsRelatedToWaterAndMarineResourcesTargetsNotAdoptedTable","True","string","Duration","-","HypercubeItem",""
"4","[303030] E3-3 Targets related to water and marine resources","Identifier of policy [typed axis]","","esrs:IdentifierOfPolicyTypedAxis","True","string","Duration","-","DimensionItem",""
"4","[303030] E3-3 Targets related to water and marine resources","Reporting scope [axis]","","esrs:ReportingScopeAxis","True","string","Duration","-","DimensionItem",""
"5","[303030] E3-3 Targets related to water and marine resources","Current and retrospective [member]","","esrs:CurrentAndRetrospectiveMember","True","domain","Duration","-","Item",""
"6","[303030] E3-3 Targets related to water and marine resources","Restated, corrected or revised [member]","","esrs:RestatedCorrectedOrRevisedMember","True","domain","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: c; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: b; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 14; Subparagraph: b; Section: BP-2"
"4","[303030] E3-3 Targets related to water and marine resources","Topical ESRS [axis]","","esrs:TopicalESRSAxis","True","string","Duration","-","DimensionItem",""
"5","[303030] E3-3 Targets related to water and marine resources","All topics / topic unspecified / NA [member]","","esrs:TopicTopicUnspecifiedMember","True","domain","Duration","-","Item",""
"6","[303030] E3-3 Targets related to water and marine resources","ESRS E3 Water and marine resources [member]","","esrs:ESRSE3WaterAndMarineResourcesMember","True","domain","Duration","-","Item",""
"3","[303030] E3-3 Targets related to water and marine resources","Minimum Disclosure Requirement - targets related to water and marine resources - targets not adopted [line items]","","esrs:MinimumDisclosureRequirementTargetsRelatedToWaterAndMarineResourcesTargetsNotAdoptedLineItems","True","string","Duration","-","Item",""
"4","[303030] E3-3 Targets related to water and marine resources","Measurable outcome-oriented targets have not been set","","esrs:MeasurableOutcomeorientedTargetsHaveNotBeenSet","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Section: MDR-T"
"5","[303030] E3-3 Targets related to water and marine resources","Name or identifier of related impacts, risks and opportunities","","esrs:NameOrIdentifierOfRelatedImpactsRisksAndOpportunities","False","string","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 46; Section: SBM-3"
"5","[303030] E3-3 Targets related to water and marine resources","Measurable outcome-oriented targets will be set","","esrs:MeasurableOutcomeorientedTargetsWillBeSet","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: a; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Disclosure of timeframe for setting of measurable outcome-oriented targets [text block]","","esrs:DisclosureOfTimeframeForSettingOfMeasurableOutcomeorientedTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: a; Section: MDR-T"
"5","[303030] E3-3 Targets related to water and marine resources","Description of reasons why there are no plans to set measurable outcome-oriented targets [text block]","","esrs:DescriptionOfReasonsWhyThereAreNoPlansToSetMeasurableOutcomeorientedTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: a; Section: MDR-T"
"5","[303030] E3-3 Targets related to water and marine resources","Effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity","","esrs:EffectivenessOfPoliciesAndActionsIsTrackedInRelationToMaterialSustainabilityrelatedImpactRiskAndOpportunity","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Description of processes through which effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity [text block]","","esrs:DescriptionOfProcessesThroughWhichEffectivenessOfPoliciesAndActionsIsTrackedInRelationToMaterialSustainabilityrelatedImpactRiskAndOpportunityExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Clause: i; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Description of defined level of ambition to be achieved and of any qualitative or quantitative indicators used to evaluate progress [text block]","","esrs:DescriptionOfDefinedLevelOfAmbitionToBeAchievedAndOfAnyQualitativeOrQuantitativeIndicatorsUsedToEvaluateProgressExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Clause: ii; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Base year from which progress is measured","","esrs:BaseYearFromWhichProgressIsMeasured","False","gYear","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Clause: ii; Section: MDR-T, Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: d; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Baseline value against which progress is considered (absolute value)","Please disclose with the appropriate unit in the XBRL Unit Registry.","esrs:BaselineValueAgainstWhichProgressIsConsideredAbsoluteValue","False","decimal","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: AR 26; Section: MDR-T"
"6","[303030] E3-3 Targets related to water and marine resources","Baseline value against which progress is considered (percentage)","","esrs:BaselineValueAgainstWhichProgressIsConsideredPercentage","False","percent","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: AR 26; Section: MDR-T"
"1","[303040] E3-4 Water consumption","Water consumption - general abstract]","","esrs:WaterConsumptionGeneralAbstract","True","string","Duration","-","Item",""
"2","[303040] E3-4 Water consumption","Disclosure of information about water consumption performance related to material impacts, risks and opportunities [text block]","","esrs:DisclosureOfInformationAboutWaterConsumptionPerformanceRelatedToMaterialImpactsRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 26; Section: E3-4"
"3","[303040] E3-4 Water consumption","Water consumption [abstract]","","esrs:WaterConsumptionAbstract","True","string","Duration","-","Item",""
"4","[303040] E3-4 Water consumption","Water consumption [table]","","esrs:WaterConsumptionTbale","True","string","Duration","-","HypercubeItem",""
"5","[303040] E3-4 Water consumption","Reporting scope [axis]","","esrs:ReportingScopeAxis","True","string","Duration","-","DimensionItem",""
"6","[303040] E3-4 Water consumption","Current and retrospective [member]","","esrs:CurrentAndRetrospectiveMember","True","domain","Duration","-","Item",""
"7","[303040] E3-4 Water consumption","Milestones and target years [member]","","esrs:MilestonesAndTargetYearsMember","True","domain","Duration","-","Item",""
"7","[303040] E3-4 Water consumption","Restated, corrected or revised [member]","","esrs:RestatedCorrectedOrRevisedMember","True","domain","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: c; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: b; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 14; Subparagraph: b; Section: BP-2"
"4","[303040] E3-4 Water consumption","Water consumption [line items]","","esrs:WaterConsumptionLineItems","True","string","Duration","-","Item",""
"5","[303040] E3-4 Water consumption","Total water consumption","","esrs:WaterConsumption","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: a; Section: E3-4"
"6","[303040] E3-4 Water consumption","Total water consumption in areas at water risk","","esrs:WaterConsumptionInAreasAtWaterRisk","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: b; Section: E3-4"
"7","[303040] E3-4 Water consumption","Total water consumption in areas of high-water stress","","esrs:WaterConsumptionInAreasOfHighwaterStress","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: b; Section: E3-4"
"5","[303040] E3-4 Water consumption","Total water recycled and reused","","esrs:WaterRecycledAndReused","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: c; Section: E3-4, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 6.2 Water usage and recycling, 2. Weighted average percentage of water recycled and reused by investee companies; Section: Annex 1; Subsection: Table 2"
"5","[303040] E3-4 Water consumption","Total water stored","","esrs:WaterStored","False","volume","Instant","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: d; Section: E3-4"
"5","[303040] E3-4 Water consumption","Changes in water storage","","esrs:ChangesInWaterStorage","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: d; Section: E3-4"
"5","[303040] E3-4 Water consumption","Disclosure of contextual information related to water consumption, water recycled and reused, water stored and changes in water storage and how data have been compiled [text block]","","esrs:DisclosureOfContextualInformationRelatedToWaterConsumptionWaterRecycledAndReusedWaterStoredAndChangesInWaterStorageAndHowDataHaveBeenCompiledExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: e; Section: E3-4"
"6","[303040] E3-4 Water consumption","Data sources (water consumption)","","esrs:DataSourcesWaterConsumption","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: e; Section: E3-4"
"6","[303040] E3-4 Water consumption","Data sources (water recycled and reused)","","esrs:DataSourcesWaterRecycledAndReused","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: e; Section: E3-4"
"6","[303040] E3-4 Water consumption","Data sources (water stored)","","esrs:DataSourcesWaterStored","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: e; Section: E3-4"
"6","[303040] E3-4 Water consumption","Percentage of data sourced from direct measurement (water consumption)","","esrs:PercentageOfDataSourcedFromDirectMeasurementWaterConsumption","False","percent","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 29; Section: E3-4"
"6","[303040] E3-4 Water consumption","Percentage of data from sampling and extrapolation (water consumption)","","esrs:PercentageOfDataFromSamplingAndExtrapolationWaterConsumption","False","percent","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 29; Section: E3-4"
"6","[303040] E3-4 Water consumption","Percentage of data from best estimates (water consumption)","","esrs:PercentageOfDataFromBestEstimatesWaterConsumption","False","percent","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 29; Section: E3-4"
"5","[303040] E3-4 Water consumption","Water intensity (total water consumption per net revenue)","","esrs:WaterIntensityTotalWaterConsumptionPerNetRevenue","False","volumePerMonetary","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 29; Section: E3-4, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 6.1 Water usage and recycling, 1. Average amount of water consumed by the investee companies (in cubic meters) per million EUR of revenue of investee companies; Section: Annex 1; Subsection: Table 2"
"5","[303040] E3-4 Water consumption","Disclosure of additional water intensity ratio [text block]","","esrs:DisclosureOfAdditionalWaterIntensityRatioExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 31; Section: E3-4"
"5","[303040] E3-4 Water consumption","Water withdrawals","","esrs:WaterWithdrawals","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 32; Section: E3-4"
"5","[303040] E3-4 Water consumption","Water discharges","","esrs:WaterDischarges","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 32; Section: E3-4"
"3","[303040] E3-4 Water consumption","Water consumption - additional breakdowns [abstract]","","esrs:WaterConsumptionAdditionalBreakdownsAbstract","True","string","Duration","-","Item",""
"4","[303040] E3-4 Water consumption","Water consumption - additional breakdowns [table]","","esrs:WaterConsumptionAdditionalBreakdownsTable","True","string","Duration","-","HypercubeItem",""
"5","[303040] E3-4 Water consumption","Reporting scope [axis]","","esrs:ReportingScopeAxis","True","string","Duration","-","DimensionItem",""
"6","[303040] E3-4 Water consumption","Current and retrospective [member]","","esrs:CurrentAndRetrospectiveMember","True","domain","Duration","-","Item",""
"7","[303040] E3-4 Water consumption","Milestones and target years [member]","","esrs:MilestonesAndTargetYearsMember","True","domain","Duration","-","Item",""
"7","[303040] E3-4 Water consumption","Restated, corrected or revised [member]","","esrs:RestatedCorrectedOrRevisedMember","True","domain","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: c; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: b; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 14; Subparagraph: b; Section: BP-2"
"5","[303040] E3-4 Water consumption","Operating segment [typed axis]","","esrs:OperatingSegmentTypedAxis","True","string","Duration","-","DimensionItem",""
"5","[303040] E3-4 Water consumption","Sectors and economic activities [axis]","","esrs:SectorsAndEconomicActivitiesAxis","True","string","Duration","-","DimensionItem",""
"6","[303040] E3-4 Water consumption","Total sectors and economic activities / NA [member]","","esrs:SectorsAndEconomicActivitiesMember","True","domain","Duration","-","Item",""
"4","[303040] E3-4 Water consumption","Water consumption - additional breakdowns [line items]","","esrs:WaterConsumptionAdditionalBreakdownsLineItems","True","string","Duration","-","Item",""
"5","[303040] E3-4 Water consumption","Total water consumption","","esrs:WaterConsumption","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: a; Section: E3-4"
"6","[303040] E3-4 Water consumption","Total water consumption in areas at water risk","","esrs:WaterConsumptionInAreasAtWaterRisk","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: b; Section: E3-4"
"7","[303040] E3-4 Water consumption","Total water consumption in areas of high-water stress","","esrs:WaterConsumptionInAreasOfHighwaterStress","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: b; Section: E3-4"
"5","[303040] E3-4 Water consumption","Total water recycled and reused","","esrs:WaterRecycledAndReused","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: c; Section: E3-4, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 6.2 Water usage and recycling, 2. Weighted average percentage of water recycled and reused by investee companies; Section: Annex 1; Subsection: Table 2"
"5","[303040] E3-4 Water consumption","Total water stored","","esrs:WaterStored","False","volume","Instant","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: d; Section: E3-4"
"5","[303040] E3-4 Water consumption","Changes in water storage","","esrs:ChangesInWaterStorage","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 28; Subparagraph: d; Section: E3-4"
"5","[303040] E3-4 Water consumption","Water intensity (total water consumption per net revenue)","","esrs:WaterIntensityTotalWaterConsumptionPerNetRevenue","False","volumePerMonetary","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 29; Section: E3-4, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 6.1 Water usage and recycling, 1. Average amount of water consumed by the investee companies (in cubic meters) per million EUR of revenue of investee companies; Section: Annex 1; Subsection: Table 2"
"5","[303040] E3-4 Water consumption","Disclosure of additional water intensity ratio [text block]","","esrs:DisclosureOfAdditionalWaterIntensityRatioExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 31; Section: E3-4"
"5","[303040] E3-4 Water consumption","Water withdrawals","","esrs:WaterWithdrawals","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 32; Section: E3-4"
"5","[303040] E3-4 Water consumption","Water discharges","","esrs:WaterDischarges","False","volume","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: AR 32; Section: E3-4"
"1","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Disclosure of anticipated financial effects of material water and marine resources-related risks and opportunities [text block]","","esrs:DisclosureOfAnticipatedFinancialEffectsOfMaterialWaterAndMarineResourcesrelatedRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 30; Section: E3-5"
"2","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from water and marine resources-related impacts. Phase-in provisions in accordance with Appendix C of ESRS 1 might be applied. [text block]","The anticipated financial effects are expected to be disclosed in monetary values. While the ESRS XBRL Taxonomy does not have detailed numerical XBRL elements yet, the corresponding quantitative disclosures are expected to be part of the content tagged by this text block tag.","esrs:DisclosureOfQuantitativeInformationAboutAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromWaterAndMarineResourcesrelatedImpactsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 33; Subparagraph: a; Section: E3-5"
"2","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Disclosure of qualitative information about anticipated financial effects of material risks and opportunities arising from water and marine resources-related impacts [text block]","","esrs:DisclosureOfQualitativeInformationAboutAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromWaterAndMarineResourcesrelatedImpactsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 33; Subparagraph: a; Section: E3-5"
"2","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Disclosure of critical assumptions used to quantify anticipated financial effects, sources and level of uncertainty of assumptions (water and marine resources) [text block]","","esrs:DisclosureOfCriticalAssumptionsUsedToQuantifyAnticipatedFinancialEffectsSourcesAndLevelOfUncertaintyOfAssumptionsWaterAndMarineResourcesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 33; Subparagraph: c; Section: E3-5"
"2","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Anticipated financial effects from material water and marine resources-related risks and opportunities - time horizons [abstract]","","esrs:AnticipatedFinancialEffectsFromMaterialWaterAndMarineResourcesRelatedRisksAndOpportunitiesTimeHorizonsAbstract","True","string","Duration","-","Item",""
"3","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Anticipated financial effects from material water and marine resources-related risks and opportunities - time horizons [table]","","esrs:AnticipatedFinancialEffectsFromMaterialWaterAndMarineResourcesrelatedRisksAndOpportunitiesTimeHorizonsTable","True","string","Duration","-","HypercubeItem",""
"4","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Range [axis]","","esrs:RangeAxis","True","string","Duration","-","DimensionItem",""
"5","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Estimated value [member]","","esrs:EstimatedValueMember","True","domain","Duration","-","Item",""
"6","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Minimum value [member]","","esrs:MinimumValueMember","True","domain","Duration","-","Item",""
"6","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Maximum value [member]","","esrs:MaximumValueMember","True","domain","Duration","-","Item",""
"4","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Reporting scope [axis]","","esrs:ReportingScopeAxis","True","string","Duration","-","DimensionItem",""
"5","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Current and retrospective [member]","","esrs:CurrentAndRetrospectiveMember","True","domain","Duration","-","Item",""
"6","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Short-term [member]","","esrs:ShorttermMember","True","domain","Duration","-","Item",""
"6","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Medium-term [member]","","esrs:MediumtermMember","True","domain","Duration","-","Item",""
"6","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Long-term [member]","","esrs:LongtermMember","True","domain","Duration","-","Item",""
"3","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Anticipated financial effects from material water and marine resources-related risks and opportunities - time horizons [line items]","","esrs:AnticipatedFinancialEffectsFromMaterialWaterAndMarineResourcesRelatedRisksAndOpportunitiesTimeHorizonsLineItems","True","string","Duration","-","Item",""
"4","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from water and marine resources-related impacts. Phase-in provisions in accordance with Appendix C of ESRS 1 might be applied. [text block]","The anticipated financial effects are expected to be disclosed in monetary values. While the ESRS XBRL Taxonomy does not have detailed numerical XBRL elements yet, the corresponding quantitative disclosures are expected to be part of the content tagged by this text block tag.","esrs:DisclosureOfQuantitativeInformationAboutAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromWaterAndMarineResourcesrelatedImpactsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 33; Subparagraph: a; Section: E3-5"
"4","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Disclosure of qualitative information about anticipated financial effects of material risks and opportunities arising from water and marine resources-related impacts [text block]","","esrs:DisclosureOfQualitativeInformationAboutAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromWaterAndMarineResourcesrelatedImpactsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 33; Subparagraph: a; Section: E3-5"
